kalfirvach,concepto,pos,categoria,ipa,lengua_origen,raiz_original
majlisgros,"asamblea, consejo, reunión deliberativa",noun,Gobierno Politica Derecho,/madʒˈlis.gros/,Árabe esotérico / Tibetano Clásico,"Árabe مجلس (majlis) 'asamblea, consejo, lugar de reunión' + Tibetano clásico གྲོས (gros) 'deliberación, consejo, discusión' → majlisgros (fusión directa: majlis + gros). 2 lenguas. El cuerpo colegiado que delibera y decide."
jurmbōn,"crimen, delito, transgresión grave de la ley",noun,Gobierno Politica Derecho,/dʒurmˈboːn/,Árabe esotérico / Copto,"Árabe جرم (jurm) 'crimen, delito, falta grave' + Copto ⲃⲟⲟⲛⲉ (boone) 'mal, maldad, cosa mala' → jurmbōn (fusión: jurm + boone, contracción de la terminación copta). /rm/ coda = líquida+nasal permitida por §10.3. 2 lenguas. La acción que quebranta el orden legal."
ikāpchad,"castigo, pena, sanción por transgresión de la ley",noun,Gobierno Politica Derecho,/iˈkaːp.tʃad/,Árabe esotérico / Tibetano Clásico,"Árabe عقاب (ʿiqāb) 'castigo, pena, retribución' + Tibetano clásico ཆད (chad) 'castigo, pena, sanción, corte' → ikāpchad (fusión: iqāb + chad, q→k, /b/→/p/ en coda por §3.3). 2 lenguas. La consecuencia jurídica de la transgresión."
tāshhad,"frontera, límite, línea divisoria entre territorios",noun,Gobierno Politica Derecho,/taːʃˈhad/,Egipcio Demótico / Árabe esotérico,"Egipcio tꜣš (tjas) 'frontera, límite, borde' + Árabe حد (ḥadd) 'límite, frontera, confín' → tāshhad (fusión: tāš + ḥadd). /ʃ/ coda + /h/ onset a través del límite silábico. 2 lenguas. El confín que separa y define los territorios."
naltewur,gobierno,sustantivo,Gobierno Politica Derecho,[nal.ˈte.wur],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
kōnhatro,gobernar,verbo,Gobierno Politica Derecho,[ˈkoːn.hat.ro],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
tipvilke,estado / nación,sustantivo,Gobierno Politica Derecho,[tip.ˈvil.ke],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
wetsadūk,autoridad,sustantivo,Gobierno Politica Derecho,[wet.sa.ˈduːk],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
hēmbēnō,líder,sustantivo,Gobierno Politica Derecho,[ˈheːm.beː.noː],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
behepsol,rey / soberano,sustantivo,Gobierno Politica Derecho,[be.ˈhep.sol],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
kolavosh,consejo,sustantivo,Gobierno Politica Derecho,[ko.ˈla.voʃ],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
ratsōni,jefe / cabeza,sustantivo,Gobierno Politica Derecho,[rat.ˈsoː.ni],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
ēltiskip,política,sustantivo,Gobierno Politica Derecho,[ˈeːl.tis.kip],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
tinmikos,comunidad,sustantivo,Gobierno Politica Derecho,[tin.ˈmi.kos],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
simnēde,pueblo / gente,sustantivo,Gobierno Politica Derecho,[sim.ˈneː.de],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
vēplekim,ciudadano,sustantivo,Gobierno Politica Derecho,[ˈveːp.le.kim],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
kenhipot,derecho (civil),sustantivo,Gobierno Politica Derecho,[ken.ˈhi.pot],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
fīlvizet,deber / obligación,sustantivo,Gobierno Politica Derecho,[ˈfiːl.vi.zet],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
ralwazan,libertad,sustantivo,Gobierno Politica Derecho,[ral.ˈwa.zan],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
timreksa,decisión,sustantivo,Gobierno Politica Derecho,[tim.ˈrek.sa],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
osmono,ley,sustantivo,Gobierno Politica Derecho,[os.ˈmo.no],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
tilinsok,justicia,sustantivo,Gobierno Politica Derecho,[ti.ˈlin.sok],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
mipzosīt,juez,sustantivo,Gobierno Politica Derecho,[mip.zo.ˈsiːt],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
zinmitvō,juzgar,verbo,Gobierno Politica Derecho,[zin.mit.ˈvoː],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
kotahan,culpa,sustantivo,Gobierno Politica Derecho,[ko.ˈta.han],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
kimotsip,sentencia / veredicto,sustantivo,Gobierno Politica Derecho,[ki.ˈmot.sip],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
zemnirot,castigo,sustantivo,Gobierno Politica Derecho,[zem.ˈni.rot],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
kolnamē,crimen / delito,sustantivo,Gobierno Politica Derecho,[kol.na.ˈmeː],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
patmize,multa,sustantivo,Gobierno Politica Derecho,[pat.ˈmi.ze],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
norpidak,prueba / evidencia,sustantivo,Gobierno Politica Derecho,[nor.ˈpi.dak],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
mahdopos,testigo,sustantivo,Gobierno Politica Derecho,[mah.ˈdo.pos],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
distezip,votar,verbo,Gobierno Politica Derecho,[dis.ˈte.zip],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
tomōkzīs,aprobar,verbo,Gobierno Politica Derecho,[to.ˈmoːk.ziːs],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
ōntaskel,prohibir,verbo,Gobierno Politica Derecho,[ˈoːn.tas.kel],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
perzitok,permitir,verbo,Gobierno Politica Derecho,[per.ˈzi.tok],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
mōtesroh,acusar,verbo,Gobierno Politica Derecho,[ˈmoː.tes.roh],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
pesnomdo,defender / abogar,verbo,Gobierno Politica Derecho,[pes.ˈnom.do],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
vitpasfa,acuerdo / pacto,sustantivo,Gobierno Politica Derecho,[vit.ˈpas.fa],"forjado desde persa moderno, griego koiné, tibetano","forjado desde persa moderno, griego koiné, tibetano"
sya,"-sya: genitivo, posesión o pertenencia",suffix,Postposicion,/sja/,Sánscrito / Avestan,Sánscrito -sya (genitivo singular); Avestan -sya (genitivo)
te,"-te: dativo, recipiente o destinatario",suffix,Postposicion,/te/,Sánscrito / Griego,Sánscrito -te (terminación dativa); Griego -τε (enclítica)
ra,"-ra: ablativo, origen o procedencia",suffix,Postposicion,/ra/,Sánscrito / Persa,Sánscrito -rāt (ablativo) → ra; Persa -ra (marcador de objeto definido)
na,"-na: locativo, posición o ubicación",suffix,Postposicion,/na/,Sánscrito / Tibetano,Sánscrito -na (sufijo locativo); Tibetano -na (partícula locativa)
lo,"-lo: acusativo, objeto directo",suffix,Postposicion,/lo/,Griego / Sánscrito,"Griego -λον (-lon, sufijo de objeto); Sánscrito -lo (sufijo verbal de objeto)"
o,"o: partícula vocativa, invocación directa ('oh')",particle,Postposicion,/o/,Griego / Sánscrito,Griego ὦ (ô) 'oh' (vocativo); Sánscrito o (interjección vocativa)
su,"su-: perfectivo, acción completada",prefix,Aspecto,/su/,Sánscrito / Avestan,"Sánscrito su- 'bien, completamente'; Avestan hu-/su- 'bien'"
ta,"ta-: habitual, acción repetitiva o acostumbrada",prefix,Aspecto,/ta/,Sánscrito / Tibetano,Sánscrito -tá- (sufijo participio pasado → habitual); Tibetano -ta- (marcador habitual)
a,"a-: prefijo aspectual imperfectivo, acción en progreso",prefix,Aspecto,/a/,Sánscrito / Griego,"Sánscrito a- (aumentativo, marca pasado → imperfectivo); Griego ἐ- (aumento → imperfectivo)"
na,na-: negación verbal (prefijo),prefix,Negacion,/na/,Sánscrito / Egipcio / Árabe / Avestan,Sánscrito ná 'no'; Egipcio n/nḏ 'no'; Árabe lā → na; Avestan naē 'no'. 4 lenguas.
chron,"chrón-: tiempo lineal, cronológico, mundano",prefix,Tiempo Magico,/xron/,Griego,Griego χρόνος (chrónos) 'tiempo secuencial'
neh,"neh-: tiempo cíclico, eterno retorno",prefix,Tiempo Magico,/neh/,Egipcio,Egipcio nḥḥ (neheh) 'eternidad recurrente'
pra,pra-: fase de preparación o purificación ritual,prefix,Fase Ritual,/pra/,Griego / Persa,Griego πρό (pro-) 'antes'; Persa par- 'preparar'
kal,kal-: fase de invocación o llamado ritual,prefix,Fase Ritual,/kal/,Árabe / Persa,"Árabe qāla 'decir, invocar' → kal; Persa kalām 'palabra'"
tel,tél-: fase de culminación o realización,prefix,Fase Ritual,/tel/,Griego / Árabe,"Griego τέλος (télos) 'fin, culminación'; Árabe tamām 'completado'"
sel,sél-: fase de cierre o fijación ritual,prefix,Fase Ritual,/sel/,Persa / Egipcio,"Persa sal 'año/completo'; Egipcio sḥr 'sellar, fijar'"
a,"-a: presente, tiempo presente",suffix,Tiempo Verbal,/a/,Sánscrito / Griego,Sánscrito -ati (3sg presente) → -a; Griego -ω (presente) → -a (reducción)
i,"-i: pasado, tiempo pretérito",suffix,Tiempo Verbal,/i/,Sánscrito / Tibetano,Sánscrito -ī (aoristo); Tibetano -ki (pasado) → -i
u,"-u: futuro, tiempo futuro",suffix,Tiempo Verbal,/u/,Sánscrito / Persa,Sánscrito -iṣyati (futuro) → -u (reducción extrema); Persa -ad (futuro) → -u
e,"-e: evidencial visual, conocimiento directo por percepción",suffix,Evidencial,/e/,Griego / Sánscrito,Griego ὁράω (horáō) 'ver' → -e; Sánscrito ākṣi 'ojo' → -e
on,"-on: evidencial onírico, conocimiento recibido en sueños",suffix,Evidencial,/on/,Griego / Tibetano,Griego ὄναρ (ónar) 'sueño' → on; Tibetano rmi.lam (milam) 'sueño' → -on
anu,"-anu: evidencial inferido, conocimiento por deducción",suffix,Evidencial,/a.nu/,Sánscrito / Persa,Sánscrito anumāna 'inferencia' → anu; Persa danistan 'saber por deducción' → anu
wah,"-wah: evidencial revelado, conocimiento por revelación directa",suffix,Evidencial,/wah/,Árabe / Egipcio,Árabe وحي (waḥy) 'revelación divina' → wah; Egipcio wḥꜣ 'revelar' → wah
an,"-an: infinitivo, nombre verbal ('el acto de…')",suffix,Derivacion,/an/,Sánscrito / Avestan,Sánscrito -ana (nombre verbal); Avestan -ana
ant,"-ant: participio activo ('que hace, actuante')",suffix,Derivacion,/ant/,Sánscrito / Avestan,Sánscrito -ant (participio presente); Avestan -ant
ro,"-ro: imperativo, modo de mandato directo",suffix,Derivacion,/ro/,Griego / Sánscrito,Griego -ρω (imperativo); Sánscrito -ro (sufijo imperativo)
th,"-th: sufijo ordinal (eka → ekamith, dwi → dwith, etc.)",suffix,Derivacion,/θ/,Sánscrito / Griego,Sánscrito -tha (ordinal); Griego -τος (-tos) → -th
ta,"-ta: participio resultativo o pasivo ('hecho, completado')",suffix,Derivacion,/ta/,Sánscrito / Avestan,Sánscrito -ta (participio pasado); Avestan -ta
tuf,"-tuf: actitudinal de desafío, resistencia o asedio",suffix,Actitudinal,/tuf/,Árabe / Persa,"Árabe طوف (ṭūf) 'circuito, asedio'; Persa طوفان (ṭūfān) 'tormenta'"
al,"-al: actitudinal de certeza mágica, verdad gnóstica",suffix,Actitudinal,/al/,Griego / Árabe,Griego ἀλήθεια (alētheia) 'verdad' → al; Árabe الحق (al-ḥaqq) 'la Verdad' → al
has,"-has: actitudinal de ironía sagrada, risa divina",suffix,Actitudinal,/has/,Sánscrito / Tibetano,Sánscrito हास्य (hāsya) 'risa ritual' → has; Tibetano bzhad.pa 'reír' → has
nand,"-nand: actitudinal de alegría, gozo o deleite",suffix,Actitudinal,/nand/,Sánscrito / Avestan,Sánscrito nanda 'gozo'; Avestan nand- (raíz IE *ned- 'regocijarse')
shok,"-shok: actitudinal de tristeza, duelo o melancolía",suffix,Actitudinal,/ʃok/,Sánscrito / Avestan,Sánscrito śoka 'pena'; Avestan saok- 'quemar' (pena que quema)
bay,"-bay: actitudinal de miedo, temor o aprensión",suffix,Actitudinal,/baj/,Sánscrito / Avestan,Sánscrito bhaya 'miedo'; Avestan baya- (raíz IE *bheyh₂- 'temer')
krod,"-krod: actitudinal de ira, furia o indignación",suffix,Actitudinal,/krod/,Sánscrito / Avestan,Sánscrito krodha 'ira'; Avestan khrōdha- (raíz IE compartida)
vismay,"-vismay: actitudinal de asombro, sorpresa o maravilla",suffix,Actitudinal,/ˈwis.maj/,Sánscrito / Persa,Sánscrito vismaya 'asombro'; Persa vismā (misma raíz IE)
viras,"-viras: actitudinal de disgusto, repulsión o rechazo",suffix,Actitudinal,/ˈwi.ras/,Sánscrito / Persa,Sánscrito virasa 'repulsivo'; Persa bī-ras 'sin sabor'
shant,"-shant: actitudinal de calma, paz o serenidad",suffix,Actitudinal,/ʃant/,Sánscrito / Avestan,"Sánscrito śānti 'paz'; Avestan spanta- 'sagrado, pacífico'"
gar,"-gar: actitudinal de orgullo justo, dignidad, excelencia",suffix,Actitudinal Prometeico,/gar/,Persa / Árabe,"Persa gharur 'orgullo'; Árabe ghurūr 'orgullo, autoconocimiento' → gar"
ek,"-ék: actitudinal de trascendencia, éxtasis, estar fuera de sí",suffix,Actitudinal Prometeico,/ek/,Griego / Egipcio,Griego ἔκστασις (ékstasis) 'éxtasis'; Egipcio Ꜣḫ (akh) 'espíritu transfigurado' → ék
wil,"-wíl: actitudinal de voluntad, determinación inquebrantable",suffix,Actitudinal Prometeico,/wil/,Persa / Griego,"Persa wilāyat 'autoridad, voluntad soberana'; Griego βουλή (boulḗ) 'voluntad'"
azaz,"-azáz: actitudinal de liberación, rebelión consciente",suffix,Actitudinal Prometeico,/a.zaz/,Árabe / Egipcio,"Árabe ʿazīz 'poderoso, libre'; Egipcio ꜤsꜢ 'rebelarse' → az (reduplicación)"
soph,"-soph: actitudinal de sabiduría, gnosis, conocimiento esotérico",suffix,Actitudinal Prometeico,/sof/,Griego / Persa,"Griego σοφία (sophía) 'sabiduría'; Persa saf 'puro, sabio esotérico'"
lux,"-lúx: actitudinal de anhelo de luz, iluminación, deseo de trascender",suffix,Actitudinal Prometeico,/luks/,Griego / Persa,"Griego λυχνία (lychnía) 'luz, revelación' → lúx; Persa raxš 'luz, brillo' → lúx"
sig,"-síg: actitudinal de silencio gnóstico, plenitud en reposo",suffix,Actitudinal Prometeico,/sig/,Árabe / Griego,"Árabe sakīna 'presencia divina, paz interior' → síg; Griego σιγή (sigḗ) 'silencio'"
som,"-som: modo realidad físico, plano material",suffix,Modo Realidad,/som/,Griego / Sánscrito,"Griego σῶμα (sōma) 'cuerpo'; Sánscrito सोम (soma) 'jugo ritual, encarnación física'"
ast,"-ast: modo realidad astral, plano sutil",suffix,Modo Realidad,/ast/,Griego / Sánscrito,"Griego ἀστήρ (astēr) 'estrella' → ast; Sánscrito अस्त्र (astra) 'arma ritual, proyección'"
kal,"-kal: modo realidad hipotético, especulativo o posible",suffix,Modo Realidad,/kal/,Sánscrito / Persa,"Sánscrito कल्पना (kalpanā) 'imaginación, hipótesis'; Persa کالبد (kālbod) 'cuerpo sutil'"
poi,"-poi: modo realidad performativo, decir es hacer",suffix,Modo Realidad,/poi/,Griego / Sánscrito,"Griego ποιέω (poieō) 'hacer, crear'; Sánscrito पुरोहित (purohita) 'sacerdote' → poi"
h,"-h: registro hierático, marca de lenguaje sacro o iniciático",suffix,Registro,/h/,Egipcio / Árabe,Egipcio ḥ (marca de hierático); Árabe h (sufijo de pausa sagrada)
din,"-dín: tiempo astrológico diurno, en el día/tiempo de",suffix,Tiempo Astrologico,/din/,Persa / Árabe,"Persa din 'día, tiempo'; Árabe dīn 'ciclo'"
sol,"-sól: tiempo astrológico solar, posición solar",suffix,Tiempo Astrologico,/sol/,Extensión de nūros 'luz',nūros 'luz' → temporalidad solar (gramática v1.5)
djet,"-djet: tiempo estático, permanencia, eternidad inmutable",suffix,Tiempo Astrologico,/d͡ʒet/,Egipcio,Egipcio ḏt (djet) 'eternidad estática'
teklina,lino,noun,Vestimenta y Textiles,/tek.ˈli.na/,Árabe esotérico / Griego Koiné / Persa moderno,Árabe esotérico: كتّان (kattān) / GK Koiné: λίνον (línon) / Persa mod.: کتان (ketān)
setponke,algodón (planta),noun,Vestimenta y Textiles,/set.ˈpon.ke/,Árabe esotérico / Griego Koiné / Persa moderno,Árabe esotérico: قطن (quṭn) / GK Koiné: βύσσος (býssos) / Persa mod.: پنبه (panbe)
twacha,piel/cuero,noun,Vestimenta y Textiles,/ˈtwa.tʃa/,Sánscrito Védico / Persa Avéstico / Griego Koiné,"त्वच् tvac ""piel"" (Skt) / thwarəs- ""piel"" (Pers) / δέρμα dérma ""piel, cuero"" (Gr)"
fweros,tejer,verb,Vestimenta y Textiles,/ˈfwe.ros/,Persa Avéstico / Árabe esotérico / Griego Koiné,dōkhtan / فتح / φέρ-
siwat,coser,verb,Vestimenta y Textiles,/ˈsi.wat/,Sánscrito Védico / Griego Koiné / Árabe esotérico,"सिव् siv ""coser"" (Skt) / ῥαφή rhaphē ""costura, sutura"" (Gr) / خِيَاطَة khiyāṭa ""costura, acción de coser"" (Ar)"
takhifan,hilo,noun,Vestimenta y Textiles,/ta.ˈxi.fan/,Copto/Egipcio / Árabe Esotérico / Sánscrito,"ϥⲱⲧⲉ (fōte) ""hilo"" (Cop) / خَيْط (khayṭ) ""hilo"" (Ar) / तन्तु (tantu) ""hilo, hebra"" (Skt)"
nuksōhīt,camisa,noun,Vestimenta y Textiles,/nuk.ˈsoː.hiːt/,Ancient Greek / Arabic / Persian / Sanskrit,Sanskrit: कञ्चुक (kañcuka) / Persian: پیراهن (pīrāhan) / Arabic: قَمِيص (qamīṣ) / Ancient Greek: χιτών (khitōn)
pewebede,calcetín,noun,Vestimenta y Textiles,/pe.we.ˈbe.de/,Arabic / Persian / Sanskrit,Sanskrit: पादब्ध (pādabddha) / पादरक्षा (pādarakṣā) / Persian: جوراب (jūrāb) / Arabic: جَوْرَب (jawrab)
eduvintī,falda,noun,Vestimenta y Textiles,/e.du.vin.ˈtiː/,Arabic / Persian / Sanskrit,Sanskrit: निवी (nivī) / कञ्चुकी / Persian: دامن (dāman) / Arabic: تُنُّورَة (tunnūra)
liwop,pantalón: prenda de vestir que cubre de cintura a tobillos,noun,Vestimenta y Textiles,/ˈli.wop/,Sánscrito / Griego / Árabe,Sánscrito पुटी (puṭī) /ˈpuː.ʈi/; Griego πανταλόνι (pantalóni) /pan.taˈlo.ni/; Árabe سروال (sirwāl) /sirˈwɑːl/
sīmal,"camiseta: prenda superior ligera, de manga corta o sin mangas",noun,Vestimenta y Textiles,/ˈsiː.mal/,Sánscrito / Griego / Árabe,Sánscrito चीची (cīcī) /ˈt͡ʃiː.t͡ʃiː/; Griego κάμισο (kámiso) /ˈka.mi.so/; Árabe فانيلة (fānīla) /fɑːˈniː.la/
okos,"chaqueta: prenda exterior con mangas, abierta por delante",noun,Vestimenta y Textiles,/ˈo.kos/,Sánscrito / Griego / Árabe,Sánscrito जाके (jāke) /ˈdʒɑː.keː/; Griego σάκκο (sákko) /ˈsa.kːo/; Árabe جاك (jāk) /ʒɑːk/
himot,abrigo: prenda exterior larga y pesada para protección del frío,noun,Vestimenta y Textiles,/ˈhi.mot/,Sánscrito / Griego / Árabe,Sánscrito वस्त्र (vastra) /ˈʋɐs.trɐ/; Griego τρίβων (tríbōn) /ˈtri.bɔːn/; Árabe معطف (miʿṭaf) /miʕˈtˤaf/
fumot,vestido: prenda de una pieza que cubre el torso y las piernas,noun,Vestimenta y Textiles,/ˈfu.mot/,Sánscrito / Griego / Árabe,Sánscrito शाटी (śāṭī) /ˈɕɑː.ʈiː/; Griego φόρεμα (fórema) /ˈfo.re.ma/; Árabe فستان (fustān) /fusˈtɑːn/
apase,"suéter: prenda de punto que cubre el torso, de lana o algodón",noun,Vestimenta y Textiles,/a.ˈpa.se/,Sánscrito / Griego / Árabe,Sánscrito स्वेट (sveṭa) /ˈsʋeː.ʈɐ/; Griego πούλοβερ (poúlover) /ˈpu.lo.ver/; Árabe بلوفر (blūfar) /ˈbluː.far/
